2.16961e-05, 0, 0, -nan, -nan
0.00339913, 0, 0, 0, 0
0.00672531, 0, 0, 0, 0
0.0100558, 0, 0, 0, 0
0.0134001, 0, 0, 0, 0
0.0167267, 0, 0, 0, 0
0.0200667, 0, 0, 0, 0
0.0233922, 0, 0, 0, 0
0.0267239, 0, 0, 0, 0
0.0300567, 0, 0, 0, 0
0.0333893, 0, 0, 0, 0
0.036721, 0, 0, 0, 0
0.0400558, 0, 0, 0, 0
0.0433884, 0, 0, 0, 0
0.0467217, 0, 0, 0, 0
0.0500546, 0, 0, 0, 0
0.0533879, 0, 0, 0, 0
0.0567214, 0, 0, 0, 0
0.0600543, 0, 0, 0, 0
0.0633874, 0, 0, 0, 0
0.0667212, 0, 0, 0, 0
0.070055, 0, 0, 0, 0
0.0733881, 0, 0, 0, 0
0.0767212, 0, 0, 0, 0
0.0800545, 0, 0, 0, 0
0.0833879, 0, 0, 0, 0
0.086724, 0, 0, 0, 0
0.0900548, 0, 0, 0, 0
0.0933881, 0, 0, 0, 0
0.0967209, 0, 0, 0, 0
0.100055, 0, 0, 0, 0
0.103388, 0, 0, 0, 0
0.106721, 0, 0, 0, 0
0.110054, 0, 0, 0, 0
0.113394, 0, 0, 0, 0
0.116723, 0, 0, 0, 0
0.120055, 0, 0, 0, 0
0.123388, 0, 0, 0, 0
0.126721, 0, 0, 0, 0
0.130054, 0, 0, 0, 0
0.133388, 0, 0, 0, 0
0.136721, 0, 0, 0, 0
0.140054, 0, 0, 0, 0
0.143387, 0, 0, 0, 0
0.146721, 0, 0, 0, 0
0.150054, 0, 0, 0, 0
0.153388, 0, 0, 0, 0
0.156721, 0, 0, 0, 0
0.160055, 0, 0, 0, 0
0.163388, 0, 0, 0, 0
0.166721, 0, 0, 0, 0
0.170056, 0, 0, 0, 0
0.173389, 0, 0, 0, 0
0.176721, 0, 0, 0, 0
0.180055, 0, 0, 0, 0
0.183388, 0, 0, 0, 0
0.186766, 0, 0, 0, 0
0.190114, 0, 0, 0, 0
0.193429, 0, 0, 0, 0
0.196736, 0, 0, 0, 0
0.200063, 0, 0, 0, 0
0.203395, 0, 0, 0, 0
0.206729, 0, 0, 0, 0
0.210062, 0, 0, 0, 0
0.213452, 0, 0, 0, 0
0.216733, 0, 0, 0, 0
0.220065, 0, 0, 0, 0
0.223396, 0, 0, 0, 0
0.226765, 0, 0, 0, 0
0.230095, 0, 0, 0, 0
0.233396, 0, 0, 0, 0
0.23673, 0, 0, 0, 0
0.240063, 0, 0, 0, 0
0.2434, 0, 0, 0, 0
0.246728, 0, 0, 0, 0
0.250063, 0, 0, 0, 0
0.253394, 0, 0, 0, 0
0.25673, 0, 0, 0, 0
0.260062, 0, 0, 0, 0
0.263396, 0, 0, 0, 0
0.266729, 0, 0, 0, 0
0.270063, 0, 0, 0, 0
0.273393, 0, 0, 0, 0
0.276763, 0, 0, 0, 0
0.280071, 0, 0, 0, 0
0.283395, 0, 0, 0, 0
0.286727, 0, 0, 0, 0
0.290094, 0, 0, 0, 0
0.293427, 0, 0, 0, 0
0.296727, 0, 0, 0, 0
0.300064, 0, 0, 0, 0
0.303393, 0, 0, 0, 0
0.307132, 0, 0, 0, 0
0.3101, 0, 0, 0, 0
0.313436, 0, 0, 0, 0
0.316731, 0, 0, 0, 0
0.320061, 0, 0, 0, 0
0.323395, 0, 0, 0, 0
0.326729, 0, 0, 0, 0
0.330063, 0, 0, 0, 0
0.333394, 0, 0, 0, 0
0.336729, 0, 0, 0, 0
0.340061, 0, 0, 0, 0
0.343397, 0, 0, 0, 0
0.346729, 0, 0, 0, 0
0.350062, 0, 0, 0, 0
0.353395, 0, 0, 0, 0
0.356729, 0, 0, 0, 0
0.360063, 0, 0, 0, 0
0.363394, 0, 0, 0, 0
0.36673, 0, 0, 0, 0
0.370061, 0, 0, 0, 0
0.373393, 0, 0, 0, 0
0.376729, 0, 0, 0, 0
0.380059, 0, 0, 0, 0
0.383404, 0, 0, 0, 0
0.386729, 0, 0, 0, 0
0.390064, 0, 0, 0, 0
0.393395, 0, 0, 0, 0
0.396765, 0, 0, 0, 0
0.40007, 0, 0, 0, 0
0.403395, 0, 0, 0, 0
0.406731, 0, 0, 0, 0
0.410063, 0, 0, 0, 0
0.413396, 0, 0, 0, 0
0.416735, 0, 0, 0, 0
0.420064, 0, 0, 0, 0
0.423396, 0, 0, 0, 0
0.426729, 0, 0, 0, 0
0.430097, 0, 0, 0, 0
0.433396, 0, 0, 0, 0
0.43673, 0, 0, 0, 0
0.440065, 0, 0, 0, 0
0.443394, 0, 0, 0, 0
0.44673, 0, 0, 0, 0
0.450062, 0, 0, 0, 0
0.453396, 0, 0, 0, 0
0.45673, 0, 0, 0, 0
0.460062, 0, 0, 0, 0
0.463426, 0, 0, 0, 0
0.466727, 0, 0, 0, 0
0.470041, 0, 0, 0, 0
0.473404, 0, 0, 0, 0
0.476728, 0, 0, 0, 0
0.480061, 0, 0, 0, 0
0.483393, 0, 0, 0, 0
0.48674, 0, 0, 0, 0
0.49006, 0, 0, 0, 0
0.493393, 0, 0, 0, 0
0.49673, 0, 0, 0, 0
0.500063, 0, 0, 0, 0
0.503396, 0, 0, 0, 0
0.50673, 0, 0, 0, 0
0.510096, 0, 0, 0, 0
0.513427, 0, 0, 0, 0
0.516778, 0, 0, 0, 0
0.520063, 0, 0, 0, 0
0.523398, 0, 0, 0, 0
0.52673, 0, 0, 0, 0
0.530095, 0, 0, 0, 0
0.533427, 0, 0, 0, 0
0.536759, 0, 0, 0, 0
0.540062, 0, 0, 0, 0
0.543397, 0, 0, 0, 0
0.546728, 0, 0, 0, 0
0.550095, 0, 0, 0, 0
0.553395, 0, 0, 0, 0
0.556802, 0, 0, 0, 0
0.560074, 0, 0, 0, 0
0.563396, 0, 0, 0, 0
0.566732, 0, 0, 0, 0
0.570066, 0, 0, 0, 0
0.573395, 0, 0, 0, 0
0.576729, 0, 0, 0, 0
0.580061, 0, 0, 0, 0
0.583395, 0, 0, 0, 0
0.586739, 0, 0, 0, 0
0.590101, 0, 0, 0, 0
0.593428, 0, 0, 0, 0
0.596729, 0, 0, 0, 0
0.600067, 0, 0, 0, 0
0.603396, 0, 0, 0, 0
0.606729, 0, 0, 0, 0
0.61006, 0, 0, 0, 0
0.613395, 0, 0, 0, 0
0.616776, 0, 0, 0, 0
0.620099, 0, 0, 0, 0
0.623431, 0, 0, 0, 0
0.626731, 0, 0, 0, 0
0.630063, 0, 0, 0, 0
0.633396, 0, 0, 0, 0
0.636728, 0, 0, 0, 0
0.640063, 0, 0, 0, 0
0.643395, 0, 0, 0, 0
0.646729, 0, 0, 0, 0
0.650064, 0, 0, 0, 0
0.653395, 0, 0, 0, 0
0.656727, 0, 0, 0, 0
0.660063, 0, 0, 0, 0
0.663429, 0, 0, 0, 0
0.666738, 0, 0, 0, 0
0.670063, 0, 0, 0, 0
0.673428, 0, 0, 0, 0
0.676729, 0, 0, 0, 0
0.680064, 0, 0, 0, 0
0.683395, 0, 0, 0, 0
0.686762, 0, 0, 0, 0
0.690075, 0, 0, 0, 0
0.693394, 0, 0, 0, 0
0.696728, 0, 0, 0, 0
0.700061, 0, 0, 0, 0
0.703394, 0, 0, 0, 0
0.70673, 0, 0, 0, 0
0.710061, 0, 0, 0, 0
0.713396, 0, 0, 0, 0
0.716778, 0, 0, 0, 0
0.720095, 0, 0, 0, 0
0.731651, 0, 0, 0, 0
0.731692, 0, 0, 0, 0
0.735096, 0, 0, 0, 0
0.738441, 0, 0, 0, 0
0.741776, 0, 0, 0, 0
0.745111, 0, 0, 0, 0
0.748446, 0, 0, 0, 0
0.751774, 0, 0, 0, 0
0.755059, 0, 0, 0, 0
0.758415, 0, 0, 0, 0
0.762577, 0, 0, 0, 0
0.765103, 0, 0, 0, 0
0.768392, 0, 0, 0, 0
0.771714, 0, 0, 0, 0
0.775082, 0, 0, 0, 0
0.778384, 0, 0, 0, 0
0.781727, 0, 0, 0, 0
0.785056, 0, 0, 0, 0
0.788418, 0, 0, 0, 0
0.791725, 0, 0, 0, 0
0.795048, 0, 0, 0, 0
0.798384, 0, 0, 0, 0
0.801718, 0, 0, 0, 0
0.805061, 0, 0, 0, 0
0.808384, 0, 0, 0, 0
0.811717, 0, 0, 0, 0
0.815049, 0, 0, 0, 0
0.818392, 0, 0, 0, 0
0.821718, 0, 0, 0, 0
0.825052, 0, 0, 0, 0
0.828387, 0, 0, 0, 0
0.831715, 0, 0, 0, 0
0.83505, 0, 0, 0, 0
0.838383, 0, 0, 0, 0
0.841751, 0, 0, 0, 0
0.845059, 0, 0, 0, 0
0.848384, 0, 0, 0, 0
0.851717, 0, 0, 0, 0
0.855049, 0, 0, 0, 0
0.858382, 0, 0, 0, 0
0.861713, 0, 0, 0, 0
0.865082, 0, 0, 0, 0
0.86842, 0, 0, 0, 0
0.87175, 0, 0, 0, 0
0.87505, 0, 0, 0, 0
0.878414, 0, 0, 0, 0
0.881716, 0, 0, 0, 0
0.88505, 0, 0, 0, 0
0.888383, 0, 0, 0, 0
0.891717, 0, 0, 0, 0
0.895049, 0, 0, 0, 0
0.898383, 0, 0, 0, 0
0.901717, 0, 0, 0, 0
0.90505, 0, 0, 0, 0
0.908415, 0, 0, 0, 0
0.911748, 0, 0, 0, 0
0.915058, 0, 0, 0, 0
0.91839, 0, 0, 0, 0
0.921718, 0, 0, 0, 0
0.925051, 0, 0, 0, 0
0.928383, 0, 0, 0, 0
0.931715, 0, 0, 0, 0
0.935081, 0, 0, 0, 0
0.938391, 0, 0, 0, 0
0.941716, 0, 0, 0, 0
0.945049, 0, 0, 0, 0
0.948383, 0, 0, 0, 0
0.951715, 0, 0, 0, 0
0.955048, 0, 0, 0, 0
0.958381, 0, 0, 0, 0
0.961725, 0, 0, 0, 0
0.96505, 0, 0, 0, 0
0.968384, 0, 0, 0, 0
0.971717, 0, 0, 0, 0
0.975047, 0, 0, 0, 0
0.978381, 0, 0, 0, 0
0.981704, 0, 0, 0, 0
0.98505, 0, 0, 0, 0
0.988384, 0, 0, 0, 0
0.991716, 0, 0, 0, 0
0.99505, 0, 0, 0, 0
0.998386, 0, 0, 0, 0
1.00176, 0, 0, 0, 0
1.00506, 0, 0, 0, 0
1.00838, 0, 0, 0, 0
1.01172, 0, 0, 0, 0
1.01508, 0, 0, 0, 0
1.01875, 0, 0, 0, 0
1.02181, 0, 0, 0, 0
1.02505, 0, 0, 0, 0
1.02838, 0, 0, 0, 0
1.03172, 0, 0, 0, 0
1.03505, 0, 0, 0, 0
1.03838, 0, 0, 0, 0
1.04172, 0, 0, 0, 0
1.04505, 0, 0, 0, 0
1.04838, 0, 0, 0, 0
1.05171, 0, 0, 0, 0
1.05505, 0, 0, 0, 0
1.05838, 0, 0, 0, 0
1.06172, 0, 0, 0, 0
1.06505, 0, 0, 0, 0
1.06838, 0, 0, 0, 0
1.07171, 0, 0, 0, 0
1.07505, 0, 0, 0, 0
1.07838, 0, 0, 0, 0
1.08172, 0, 0, 0, 0
1.08505, 0, 0, 0, 0
1.08839, 0, 0, 0, 0
1.09172, 0, 0, 0, 0
1.09512, 0, 0, 0, 0
1.09839, 0, 0, 0, 0
1.10172, 0, 0, 0, 0
1.10505, 0, 0, 0, 0
1.10838, 0, 0, 0, 0
1.11172, 0, 0, 0, 0
1.11507, 0, 0, 0, 0
1.11839, 0, 0, 0, 0
1.12173, 0, 0, 0, 0
1.12505, 0, 0, 0, 0
1.12838, 0, 0, 0, 0
1.13172, 0, 0, 0, 0
1.13505, 0, 0, 0, 0
1.13838, 0, 0, 0, 0
1.14172, 0, 0, 0, 0
1.14505, 0, 0, 0, 0
1.14838, 0, 0, 0, 0
1.15172, 0, 0, 0, 0
1.15505, 0, 0, 0, 0
1.15838, 0, 0, 0, 0
1.16172, 0, 0, 0, 0
1.16505, 0, 0, 0, 0
1.16838, 0, 0, 0, 0
1.17172, 0, 0, 0, 0
1.17505, 0, 0, 0, 0
1.17838, 0, 0, 0, 0
1.18172, 0, 0, 0, 0
1.18505, 0, 0, 0, 0
1.18838, 0, 0, 0, 0
1.19171, 0, 0, 0, 0
1.19505, 0, 0, 0, 0
1.19838, 0, 0, 0, 0
1.20172, 0, 0, 0, 0
1.20505, 0, 0, 0, 0
1.20839, 0, 0, 0, 0
1.21172, 0, 0, 0, 0
1.21505, 0, 0, 0, 0
1.21838, 0, 0, 0, 0
1.22173, 0, 0, 0, 0
1.22505, 0, 0, 0, 0
1.22838, 0, 0, 0, 0
1.23172, 0, 0, 0, 0
1.23505, 0, 0, 0, 0
1.23838, 0, 0, 0, 0
1.24172, 0, 0, 0, 0
1.24505, 0, 0, 0, 0
1.24838, 0, 0, 0, 0
1.25172, 0, 0, 0, 0
1.25505, 0, 0, 0, 0
1.25838, 0, 0, 0, 0
1.26172, 0, 0, 0, 0
1.26505, 0, 0, 0, 0
1.26838, 0, 0, 0, 0
1.27172, 0, 0, 0, 0
1.27505, 0, 0, 0, 0
1.27838, 0, 0, 0, 0
1.28171, 0, 0, 0, 0
1.28505, 0, 0, 0, 0
1.28838, 0, 0, 0, 0
1.29172, 0, 0, 0, 0
1.29505, 0, 0, 0, 0
1.29838, 0, 0, 0, 0
1.30172, 0, 0, 0, 0
1.30505, 0, 0, 0, 0
1.30838, 0, 0, 0, 0
1.31172, 0, 0, 0, 0
1.31505, 0, 0, 0, 0
1.31838, 0, 0, 0, 0
1.32173, 0, 0, 0, 0
1.32505, 0, 0, 0, 0
1.32838, 0, 0, 0, 0
1.33172, 0, 0, 0, 0
1.33505, 0, 0, 0, 0
1.33838, 0, 0, 0, 0
1.34172, 0, 0, 0, 0
1.34505, 0, 0, 0, 0
1.34838, 0, 0, 0, 0
1.35172, 0, 0, 0, 0
1.35506, 0, 0, 0, 0
1.35839, 0, 0, 0, 0
1.36172, 0, 0, 0, 0
1.36506, 0, 0, 0, 0
1.36842, 0, 0, 0, 0
1.37173, 0, 0, 0, 0
1.37506, 0, 0, 0, 0
1.37839, 0, 0, 0, 0
1.38173, 0, 0, 0, 0
1.38507, 0, 0, 0, 0
1.38841, 0, 0, 0, 0
1.39173, 0, 0, 0, 0
1.39507, 0, 0, 0, 0
1.3984, 0, 0, 0, 0
1.40174, 0, 0, 0, 0
1.40507, 0, 0, 0, 0
1.4084, 0, 0, 0, 0
1.41173, 0, 0, 0, 0
1.41507, 0, 0, 0, 0
1.41841, 0, 0, 0, 0
1.42174, 0, 0, 0, 0
1.42506, 0, 0, 0, 0
1.4284, 0, 0, 0, 0
1.43174, 0, 0, 0, 0
1.43508, 0, 0, 0, 0
1.43841, 0, 0, 0, 0
1.44175, 0, 0, 0, 0
1.44508, 0, 0, 0, 0
1.4484, 0, 0, 0, 0
1.45172, 0, 0, 0, 0
1.45505, 0, 0, 0, 0
1.45839, 0, 0, 0, 0
1.46173, 0, 0, 0, 0
1.46506, 0, 0, 0, 0
1.46839, 0, 0, 0, 0
1.47172, 0, 0, 0, 0
1.47506, 0, 0, 0, 0
1.47838, 0, 0, 0, 0
1.48172, 0, 0, 0, 0
1.48505, 0, 0, 0, 0
1.48839, 0, 0, 0, 0
1.49172, 0, 0, 0, 0
1.49506, 0, 0, 0, 0
1.49839, 0, 0, 0, 0
1.50173, 0, 0, 0, 0
1.50506, 0, 0, 0, 0
1.50839, 0, 0, 0, 0
1.51172, 0, 0, 0, 0
1.51506, 0, 0, 0, 0
1.51838, 0, 0, 0, 0
1.52173, 0, 0, 0, 0
1.52506, 0, 0, 0, 0
1.52839, 0, 0, 0, 0
1.53172, 0, 0, 0, 0
1.53506, 0, 0, 0, 0
1.53839, 0, 0, 0, 0
1.54173, 0, 0, 0, 0
1.54506, 0, 0, 0, 0
1.54845, 0, 0, 0, 0
1.55172, 0, 0, 0, 0
1.55505, 0, 0, 0, 0
1.55839, 0, 0, 0, 0
1.56172, 0, 0, 0, 0
1.56505, 0, 0, 0, 0
1.56838, 0, 0, 0, 0
1.57172, 0, 0, 0, 0
1.57505, 0, 0, 0, 0
1.57839, 0, 0, 0, 0
1.58172, 0, 0, 0, 0
1.58506, 0, 0, 0, 0
1.58838, 0, 0, 0, 0
1.59172, 0, 0, 0, 0
1.59505, 0, 0, 0, 0
1.59838, 0, 0, 0, 0
1.60172, 0, 0, 0, 0
1.60505, 0, 0, 0, 0
1.60839, 0, 0, 0, 0
1.61172, 0, 0, 0, 0
1.61505, 0, 0, 0, 0
1.61838, 0, 0, 0, 0
1.62171, 0, 0, 0, 0
1.62506, 0, 0, 0, 0
1.62838, 0, 0, 0, 0
1.63172, 0, 0, 0, 0
1.63505, 0, 0, 0, 0
1.63838, 0, 0, 0, 0
1.64172, 0, 0, 0, 0
1.64505, 0, 0, 0, 0
1.64838, 0, 0, 0, 0
1.65172, 0, 0, 0, 0
1.65505, 0, 0, 0, 0
1.65838, 0, 0, 0, 0
1.66172, 0, 0, 0, 0
1.66505, 0, 0, 0, 0
1.66838, 0, 0, 0, 0
1.67172, 0, 0, 0, 0
1.67505, 0, 0, 0, 0
1.67838, 0, 0, 0, 0
1.68172, 0, 0, 0, 0
1.68514, 0, 0, 0, 0
1.6884, 0, 0, 0, 0
1.69173, 0, 0, 0, 0
1.69506, 0, 0, 0, 0
1.69839, 0, 0, 0, 0
1.70172, 0, 0, 0, 0
1.70505, 0, 0, 0, 0
1.70838, 0, 0, 0, 0
1.71172, 0, 0, 0, 0
1.71505, 0, 0, 0, 0
1.71838, 0, 0, 0, 0
1.72172, 0, 0, 0, 0
1.72506, 0, 0, 0, 0
1.72838, 0, 0, 0, 0
1.73172, 0, 0, 0, 0
1.73505, 0, 0, 0, 0
1.73838, 0, 0, 0, 0
1.74172, 0, 0, 0, 0
1.74505, 0, 0, 0, 0
1.74838, 0, 0, 0, 0
1.75172, 0, 0, 0, 0
1.75505, 0, 0, 0, 0
1.75838, 0, 0, 0, 0
1.76171, 0, 0, 0, 0
1.76505, 0, 0, 0, 0
1.76838, 0, 0, 0, 0
1.77172, 0, 0, 0, 0
1.77505, 0, 0, 0, 0
1.77838, 0, 0, 0, 0
1.78171, 0, 0, 0, 0
1.78505, 0, 0, 0, 0
1.78838, 0, 0, 0, 0
1.79171, 0, 0, 0, 0
1.79505, 0, 0, 0, 0
1.79838, 0, 0, 0, 0
1.80172, 0, 0, 0, 0
1.80505, 0, 0, 0, 0
1.80838, 0, 0, 0, 0
1.81171, 0, 0, 0, 0
1.81505, 0, 0, 0, 0
1.81838, 0, 0, 0, 0
1.82172, 0, 0, 0, 0
1.82506, 0, 0, 0, 0
1.82838, 0, 0, 0, 0
1.83172, 0, 0, 0, 0
1.83505, 0, 0, 0, 0
1.83838, 0, 0, 0, 0
1.84172, 0, 0, 0, 0
1.84505, 0, 0, 0, 0
1.84838, 0, 0, 0, 0
1.85172, 0, 0, 0, 0
1.85505, 0, 0, 0, 0
1.85838, 0, 0, 0, 0
1.86172, 0, 0, 0, 0
1.86505, 0, 0, 0, 0
1.86839, 0, 0, 0, 0
1.87172, 0, 0, 0, 0
1.87505, 0, 0, 0, 0
1.87838, 0, 0, 0, 0
1.88172, 0, 0, 0, 0
1.88505, 0, 0, 0, 0
1.88838, 0, 0, 0, 0
1.89172, 0, 0, 0, 0
1.89505, 0, 0, 0, 0
1.89838, 0, 0, 0, 0
1.90172, 0, 0, 0, 0
1.90505, 0, 0, 0, 0
1.90838, 0, 0, 0, 0
1.91172, 0, 0, 0, 0
1.91505, 0, 0, 0, 0
1.91846, 0, 0, 0, 0
1.92172, 0, 0, 0, 0
1.92514, 0, 0, 0, 0
1.92839, 0, 0, 0, 0
1.93172, 0, 0, 0, 0
1.93505, 0, 0, 0, 0
1.93838, 0, 0, 0, 0
1.94172, 0, 0, 0, 0
1.94505, 0, 0, 0, 0
1.94838, 0, 0, 0, 0
1.95172, 0, 0, 0, 0
1.95509, 0, 0, 0, 0
1.95845, 0, 0, 0, 0
1.96172, 0, 0, 0, 0
1.96505, 0, 0, 0, 0
1.96838, 0, 0, 0, 0
1.97172, 0, 0, 0, 0
1.97505, 0, 0, 0, 0
1.97838, 0, 0, 0, 0
1.98172, 0, 0, 0, 0
1.98505, 0, 0, 0, 0
1.9884, 0, 0, 0, 0
1.99172, 0, 0, 0, 0
1.99505, 0, 0, 0, 0
1.99838, 0, 0, 0, 0
2.00172, 0, 0, 0, 0
2.00505, 0, 0, 0, 0
2.00838, 0, 0, 0, 0
2.01172, 0, 0, 0, 0
2.01505, 0, 0, 0, 0
2.01838, 0, 0, 0, 0
2.02172, 0, 0, 0, 0
2.02505, 0, 0, 0, 0
2.02839, 0, 0, 0, 0
2.03172, 0, 0, 0, 0
2.03505, 0, 0, 0, 0
2.03838, 0, 0, 0, 0
2.04172, 0, 0, 0, 0
2.04505, 0, 0, 0, 0
2.04838, 0, 0, 0, 0
2.05172, 0, 0, 0, 0
2.05505, 0, 0, 0, 0
2.05838, 0, 0, 0, 0
2.06172, 0, 0, 0, 0
2.06505, 0, 0, 0, 0
2.06838, 0, 0, 0, 0
2.07172, 0, 0, 0, 0
2.07505, 0, 0, 0, 0
2.07838, 0, 0, 0, 0
2.08172, 0, 0, 0, 0
2.08505, 0, 0, 0, 0
2.08838, 0, 0, 0, 0
2.09173, 0, 0, 0, 0
2.09505, 0, 0, 0, 0
2.09838, 0, 0, 0, 0
2.1017, 0, 0, 0, 0
2.10505, 0, 0, 0, 0
2.10838, 0, 0, 0, 0
2.11173, 0, 0, 0, 0
2.11505, 0, 0, 0, 0
2.11838, 0, 0, 0, 0
2.12172, 0, 0, 0, 0
2.12507, 0, 0, 0, 0
2.1284, 0, 0, 0, 0
2.13177, 0, 0, 0, 0
2.13505, 0, 0, 0, 0
2.13838, 0, 0, 0, 0
2.14173, 0, 0, 0, 0
2.14506, 0, 0, 0, 0
2.14838, 0, 0, 0, 0
2.15172, 0, 0, 0, 0
2.15505, 0, 0, 0, 0
2.1584, 0, 0, 0, 0
2.16172, 0, 0, 0, 0
2.16505, 0, 0, 0, 0
2.16838, 0, 0, 0, 0
2.17172, 0, 0, 0, 0
2.17507, 0, 0, 0, 0
2.17839, 0, 0, 0, 0
2.18172, 0, 0, 0, 0
2.18505, 0, 0, 0, 0
2.18839, 0, 0, 0, 0
2.19173, 0, 0, 0, 0
2.19505, 0, 0, 0, 0
2.19838, 0, 0, 0, 0
2.20172, 0, 0, 0, 0
2.20505, 0, 0, 0, 0
2.20839, 0, 0, 0, 0
2.21172, 0, 0, 0, 0
2.21505, 0, 0, 0, 0
2.21838, 0, 0, 0, 0
2.22172, 0, 0, 0, 0
2.22506, 0, 0, 0, 0
2.22839, 0, 0, 0, 0
2.23172, 0, 0, 0, 0
2.23505, 0, 0, 0, 0
2.23838, 0, 0, 0, 0
2.24173, 0, 0, 0, 0
2.24505, 0, 0, 0, 0
2.24838, 0, 0, 0, 0
2.25172, 0, 0, 0, 0
2.25505, 0, 0, 0, 0
2.25838, 0, 0, 0, 0
2.26172, 0, 0, 0, 0
2.26505, 0, 0, 0, 0
2.26838, 0, 0, 0, 0
2.27172, 0, 0, 0, 0
2.27505, 0, 0, 0, 0
2.27839, 0, 0, 0, 0
2.28172, 0, 0, 0, 0
2.28505, 0, 0, 0, 0
2.28838, 0, 0, 0, 0
2.29172, 0, 0, 0, 0
2.29505, 0, 0, 0, 0
2.29838, 0, 0, 0, 0
2.30172, 0, 0, 0, 0
2.30506, 0, 0, 0, 0
2.30838, 0, 0, 0, 0
2.31172, 0, 0, 0, 0
2.31505, 0, 0, 0, 0
2.31838, 0, 0, 0, 0
2.32172, 0, 0, 0, 0
