18.0301, 5400, 1800, 0, -nan, -nan
18.0402, 5400, 1800, 0.000128325, -nan, -nan
18.0501, 5400, 1800, 0.000128325, 0, 0
18.0601, 5400, 1800, 0.000128325, 0, 0
18.0701, 5400, 1800, 0.000128325, 0, 0
18.0801, 5400, 1800, 0.000128325, 0, 0
18.0901, 5400, 1800, 0.000128325, 0, 0
18.1001, 5400, 1800, 0.000128325, 0, 0
18.1101, 5400, 1800, 0.000128325, 0, 0
18.1201, 5400, 1800, 0.000128325, 0, 0
18.1301, 5400, 1800, 0.000128325, 0, 0
18.1401, 5400, 1800, 0.000128325, 0, 0
18.1501, 5400, 1800, 0.000128325, 0, 0
18.1601, 5400, 1800, 0.000128325, 0, 0
18.17, 5400, 1800, 0.000128325, 0, 0
18.1801, 5400, 1800, 0.000128325, 0, 0
18.1901, 5400, 1800, 0.000128325, 0, 0
18.2001, 5400, 1800, 0.000128325, 0, 0
18.2101, 5400, 1800, 0.000128325, 0, 0
18.2201, 5400, 1800, 0.000128325, 0, 0
18.2301, 5400, 1800, 0.000128325, 0, 0
18.2401, 5400, 1800, 0.000128325, 0, 0
18.2501, 5400, 1800, 0.000128325, 0, 0
18.2601, 5400, 1800, 0.000128325, 0, 0
18.2701, 5400, 1800, 0.000128325, 0, 0
18.2801, 5400, 1800, 0.000128325, 0, 0
18.2901, 5400, 1800, 0.000128325, 0, 0
18.3001, 5400, 1800, 0.000128325, 0, 0
18.3101, 5400, 1800, 0.000579369, 0, 0
18.3201, 5400, 1800, 0.000579369, 0, 0
18.3301, 5400, 1800, 0.000579369, 0, 0
18.3401, 5400, 1800, 0.000579369, 0, 0
18.3501, 5400, 1800, 0.000750938, 0, 0
18.3601, 5400, 1800, 0.000750938, 0, 0
18.3701, 5400, 1800, 0.000750938, 0, 0
18.3801, 5400, 1800, 0.000750938, 0, 0
18.3901, 5400, 1800, 0.000348142, 0, 0
18.4001, 5400, 1800, 0.000348142, 0, 0
18.4101, 5400, 1800, 0.000348142, 0, 0
18.4201, 5400, 1800, 0.000389613, 0, 0
18.4301, 5400, 1800, 0.000389613, 0, 0
18.4401, 5400, 1800, 0.00035206, 0, 0
18.4501, 5400, 1800, 0.00035206, 0, 0
18.4601, 5400, 1800, 0.00035206, 0, 0
18.4701, 5400, 1800, 0.00035206, 0, 0
18.4801, 5400, 1800, 0.00035206, 0, 0
18.4901, 5400, 1800, 0.00035206, 0, 0
18.5001, 5400, 1800, 0.00035206, 0, 0
18.5101, 5400, 1800, 0.00035206, 0, 0
18.5201, 5400, 1800, 0.00035206, 0, 0
18.5301, 5400, 1800, 0.00035206, 0, 0
18.5401, 5400, 1800, 0.00035206, 0, 0
18.5501, 5400, 1800, 0.00035206, 0, 0
18.5601, 5400, 1800, 0.00035206, 0, 0
18.5701, 5400, 1800, 0.00035206, 0, 0
18.5801, 5400, 1800, 0.00035206, 0, 0
18.5901, 5400, 1800, 0.00035206, 0, 0
18.6001, 5400, 1800, 0.00035206, 0, 0
18.6101, 5400, 1800, 0.00035206, 0, 0
18.6201, 5400, 1800, 0.00035206, 0, 0
18.6301, 5400, 1800, 0.00035206, 0, 0
18.6401, 5400, 1800, 0.00035206, 0, 0
18.6501, 5400, 1800, 0.00035206, 0, 0
18.6601, 5400, 1800, 0.00035206, 0, 0
18.6701, 5400, 1800, 0.00035206, 0, 0
18.6801, 5400, 1800, 0.000358281, 0, 0
18.6901, 5400, 1800, 0.000358281, 0, 0
18.7001, 5400, 1800, 0.000358281, 0, 0
18.7101, 5400, 1800, 0.000358281, 0, 0
18.7201, 5400, 1800, 0.000272291, 0, 0
18.7301, 5400, 1800, 0.000272291, 0, 0
18.7401, 5400, 1800, 0.000162466, 0, 0
18.7501, 5400, 1800, 0.000162466, 0, 0
18.7602, 5400, 1800, 0.000183163, 0, 0
18.7701, 5400, 1800, 0.000183163, 0, 0
18.7801, 5400, 1800, 0.000175757, 0, 0
18.7901, 5400, 1800, 0.000175757, 0, 0
18.8001, 5400, 1800, 0.000130058, 0, 0
18.8101, 5400, 1800, 0.000130058, 0, 0
18.8201, 5400, 1800, 0.000177225, 0, 0
18.8301, 5400, 1800, 0.000177225, 0, 0
18.8401, 5400, 1800, -5.89993e-07, 0, 0
18.8501, 5400, 1800, -5.89993e-07, 0, 0
18.8601, 5400, 1800, -9.40934e-05, 0, 0
18.8701, 5400, 1800, -9.40934e-05, 0, 0
18.8801, 5400, 1800, -9.40934e-05, 0, 0
18.8901, 5400, 1800, -9.40934e-05, 0, 0
18.9001, 5400, 1800, -9.40934e-05, 0, 0
18.9101, 5400, 1800, -7.58816e-05, 0, 0
18.9201, 5400, 1800, -7.58816e-05, 0, 0
18.9301, 5400, 1800, -7.58816e-05, 0, 0
18.9401, 5400, 1800, -7.58816e-05, 0, 0
18.9501, 5400, 1800, -8.70652e-05, 0, 0
18.9601, 5400, 1800, -8.70652e-05, 0, 0
18.9701, 5400, 1800, -8.70652e-05, 0, 0
18.9801, 5400, 1800, -0.00011262, 0, 0
18.9901, 5400, 1800, -0.00011262, 0, 0
19.0001, 5400, 1800, -0.00011262, 0, 0
19.0101, 5400, 1800, -0.00011262, 0, 0
19.0201, 5400, 1800, -0.000136165, 0, 0
19.0301, 5400, 1800, -0.000136165, 0, 0
19.0401, 5400, 1800, -0.000148361, 0, 0
19.0501, 5400, 1800, -0.000148361, 0, 0
19.0601, 5400, 1800, -0.000296946, 0, 0
19.0701, 5400, 1800, -0.000296946, 0, 0
19.0801, 5400, 1800, -0.000297606, 0, 0
19.0901, 5400, 1800, -0.000297606, 0, 0
19.1001, 5400, 1800, -0.00025491, 0, 0
19.1101, 5400, 1800, -0.00025491, 0, 0
19.1201, 5400, 1800, -0.000262865, 0, 0
19.1301, 5400, 1800, -0.000262865, 0, 0
19.1401, 5400, 1800, -0.000263733, 0, 0
19.1501, 5400, 1800, -0.000263733, 0, 0
19.1602, 5400, 1800, -0.000266174, 0, 0
19.1701, 5400, 1800, -0.000266174, 0, 0
19.1801, 5400, 1800, -0.000309042, 0, 0
19.1901, 5400, 1800, -0.000309042, 0, 0
19.2001, 5400, 1800, -0.000304521, 0, 0
19.2101, 5400, 1800, -0.000304521, 0, 0
19.2201, 5400, 1800, -0.000293296, 0, 0
19.2301, 5400, 1800, -0.000293296, 0, 0
19.2401, 5400, 1800, -0.000293296, 0, 0
19.2501, 5400, 1800, -0.000279602, 0, 0
19.2601, 5400, 1800, -0.0002744, 0, 0
19.2701, 5400, 1800, -0.0002744, 0, 0
19.2801, 5400, 1800, -0.0002744, 0, 0
19.2901, 5400, 1800, -0.0002744, 0, 0
19.3001, 5400, 1800, -0.00032534, 0, 0
19.3101, 5400, 1800, -0.00032534, 0, 0
19.3201, 5400, 1800, -0.000385411, 0, 0
19.3301, 5400, 1800, -0.000385411, 0, 0
19.3401, 5400, 1800, -0.000398168, 0, 0
19.3501, 5400, 1800, -0.000398168, 0, 0
19.3601, 5400, 1800, -0.000400993, 0, 0
19.3701, 5400, 1800, -0.000400993, 0, 0
19.3801, 5400, 1800, -0.000380381, 0, 0
19.3901, 5400, 1800, -0.000380381, 0, 0
19.4001, 5400, 1800, -0.000380381, 0, 0
19.4101, 5400, 1800, -0.000380381, 0, 0
19.4201, 5400, 1800, -0.000378479, 0, 0
19.4301, 5400, 1800, -0.000378479, 0, 0
19.4401, 5400, 1800, -0.000521444, 0, 0
19.4501, 5400, 1800, -0.000521444, 0, 0
19.4601, 5400, 1800, -0.000535777, 0, 0
19.4701, 5400, 1800, -0.000535777, 0, 0
19.4801, 5400, 1800, -0.000568106, 0, 0
19.4901, 5400, 1800, -0.000568106, 0, 0
19.5001, 5400, 1800, -0.000596415, 0, 0
19.5101, 5400, 1800, -0.000596415, 0, 0
19.5201, 5400, 1800, -0.000596342, 0, 0
19.5301, 5400, 1800, -0.000596342, 0, 0
19.5401, 5400, 1800, -0.00059278, 0, 0
19.5501, 5400, 1800, -0.00059278, 0, 0
19.5602, 5400, 1800, -0.000591, 0, 0
19.5701, 5400, 1800, -0.000591, 0, 0
19.5801, 5400, 1800, -0.000607349, 0, 0
19.5901, 5400, 1800, -0.000607349, 0, 0
19.6001, 5400, 1800, -0.000625825, 0, 0
19.6101, 5400, 1800, -0.000625825, 0, 0
19.6201, 5400, 1800, -0.000626103, 0, 0
19.6301, 5400, 1800, -0.000626103, 0, 0
19.6401, 5400, 1800, -0.000642653, 0, 0
19.6501, 5400, 1800, -0.000642653, 0, 0
19.6601, 5400, 1800, -0.000665275, 0, 0
19.6701, 5400, 1800, -0.000665275, 0, 0
19.6801, 5400, 1800, -0.000666254, 0, 0
19.6901, 5400, 1800, -0.000666254, 0, 0
19.7001, 5400, 1800, -0.000671421, 0, 0
19.7101, 5400, 1800, -0.000671421, 0, 0
19.7201, 5400, 1800, -0.000668117, 0, 0
19.7301, 5400, 1800, -0.000668117, 0, 0
19.7401, 5400, 1800, -0.000675651, 0, 0
19.7501, 5400, 1800, -0.000675651, 0, 0
19.7602, 5400, 1800, -0.000683106, 0, 0
19.7701, 5400, 1800, -0.000683106, 0, 0
19.7801, 5400, 1800, -0.000655832, 0, 0
19.7901, 5400, 1800, -0.000655832, 0, 0
19.8001, 5400, 1800, -0.000652673, 0, 0
19.8101, 5400, 1800, -0.000652673, 0, 0
19.8201, 5400, 1800, -0.000655151, 0, 0
19.8301, 5400, 1800, -0.000655151, 0, 0
19.8401, 5400, 1800, -0.000680397, 0, 0
19.8501, 5400, 1800, -0.000680397, 0, 0
19.8601, 5400, 1800, -0.000692592, 0, 0
19.8701, 5400, 1800, -0.000692592, 0, 0
19.8801, 5400, 1800, -0.000689619, 0, 0
19.8901, 5400, 1800, -0.000689619, 0, 0
19.9001, 5400, 1800, -0.000716064, 0, 0
19.9101, 5400, 1800, -0.000716064, 0, 0
19.9201, 5400, 1800, -0.000720853, 0, 0
19.9301, 5400, 1800, -0.000720853, 0, 0
19.9401, 5400, 1800, -0.000720853, 0, 0
19.9501, 5400, 1800, -0.000711473, 0, 0
19.9601, 5400, 1800, -0.000711473, 0, 0
19.9701, 5400, 1800, -0.000711473, 0, 0
19.9801, 5400, 1800, -0.000700223, 0, 0
19.9901, 5400, 1800, -0.000700223, 0, 0
20.0001, 5400, 1800, -0.000700223, 0, 0
20.0101, 5400, 1800, -0.000725609, 0, 0
20.0201, 5400, 1800, -0.000707885, 0, 0
20.0301, 5400, 1800, -0.000707885, 0, 0
20.0401, 5400, 1800, -0.000676005, 0, 0
20.0501, 5400, 1800, -0.000676005, 0, 0
20.0601, 5400, 1800, -0.000690521, 0, 0
20.0701, 5400, 1800, -0.000690521, 0, 0
20.0801, 5400, 1800, -0.000708169, 0, 0
20.0901, 5400, 1800, -0.000708169, 0, 0
20.1001, 5400, 1800, -0.000719778, 0, 0
20.1101, 5400, 1800, -0.000719778, 0, 0
20.1201, 5400, 1800, -0.000709875, 0, 0
20.1301, 5400, 1800, -0.000709875, 0, 0
20.1401, 5400, 1800, -0.000697292, 0, 0
20.1501, 5400, 1800, -0.000697292, 0, 0
20.1601, 5400, 1800, -0.000708379, 0, 0
20.1701, 5400, 1800, -0.000708379, 0, 0
20.1801, 5400, 1800, -0.000706828, 0, 0
20.1901, 5400, 1800, -0.000706828, 0, 0
20.2001, 5400, 1800, -0.000703274, 0, 0
20.2101, 5400, 1800, -0.000703274, 0, 0
20.2201, 5400, 1800, -0.000689296, 0, 0
20.2301, 5400, 1800, -0.000689296, 0, 0
20.2401, 5400, 1800, -0.000654663, 0, 0
20.2501, 5400, 1800, -0.000654663, 0, 0
20.2601, 5400, 1800, -0.00067754, 0, 0
20.2701, 5400, 1800, -0.00067754, 0, 0
