1461.55, 5400, 1800, 0, -nan, -nan
1461.56, 5400, 1800, 0, -nan, -nan
1461.57, 5400, 1800, 0, 0, 0
1461.58, 5400, 1800, 0, 0, 0
1461.59, 5400, 1800, 0, 0, 0
1461.6, 5400, 1800, 0, 0, 0
1461.61, 5400, 1800, 0, 0, 0
1461.62, 5400, 1800, 0, 0, 0
1461.63, 5400, 1800, 0, 0, 0
1461.64, 5400, 1800, 0, 0, 0
1461.65, 5400, 1800, 0, 0, 0
1461.66, 5400, 1800, 0, 0, 0
1461.67, 5400, 1800, 0, 0, 0
1461.68, 5400, 1800, 0, 0, 0
1461.69, 5400, 1800, 0, 0, 0
1461.7, 5400, 1800, 0, 0, 0
1461.71, 5400, 1800, 0, 0, 0
1461.72, 5400, 1800, 0, 0, 0
1461.73, 5400, 1800, 0, 0, 0
1461.74, 5400, 1800, 0, 0, 0
1461.75, 5400, 1800, 0, 0, 0
1461.76, 5400, 1800, 0, 0, 0
1461.77, 5400, 1800, 0, 0, 0
1461.78, 5400, 1800, 0, 0, 0
1461.79, 5400, 1800, 0, 0, 0
1461.8, 5400, 1800, 0, 0, 0
1461.81, 5400, 1800, 0, 0, 0
1461.82, 5400, 1800, 0, 0, 0
1461.83, 5400, 1800, 0, 0, 0
1461.84, 5400, 1800, 0, 0, 0
1461.85, 5400, 1800, 0, 0, 0
1461.86, 5400, 1800, 0, 0, 0
1461.87, 5400, 1800, 0, 0, 0
1461.88, 5400, 1800, 0, 0, 0
1461.89, 5400, 1800, 0, 0, 0
1461.9, 5400, 1800, 0, 0, 0
1461.91, 5400, 1800, 0, 0, 0
1461.92, 5400, 1800, 0, 0, 0
1461.93, 5400, 1800, 0, 0, 0
1461.94, 5400, 1800, 0, 0, 0
1461.95, 5400, 1800, 0, 0, 0
1461.96, 5400, 1800, 0, 0, 0
1461.97, 5400, 1800, 0, 0, 0
1461.98, 5400, 1800, 0, 0, 0
1461.99, 5400, 1800, 0, 0, 0
1462, 5400, 1800, 0, 0, 0
1462.01, 5400, 1800, 0, 0, 0
1462.02, 5400, 1800, 0, 0, 0
1462.03, 5400, 1800, 0, 0, 0
1462.04, 5400, 1800, 0, 0, 0
1462.05, 5400, 1800, 0, 0, 0
1462.06, 5400, 1800, 0, 0, 0
1462.07, 5400, 1800, 0, 0, 0
1462.08, 5400, 1800, 0, 0, 0
1462.09, 5400, 1800, 0, 0, 0
1462.1, 5400, 1800, 0, 0, 0
1462.11, 5400, 1800, 0, 0, 0
1462.12, 5400, 1800, 0, 0, 0
1462.13, 5400, 1800, 0, 0, 0
1462.14, 5400, 1800, 0, 0, 0
1462.15, 5400, 1800, 0, 0, 0
1462.16, 5400, 1800, 0, 0, 0
1462.17, 5400, 1800, 0, 0, 0
1462.18, 5400, 1800, 0, 0, 0
1462.19, 5400, 1800, 0, 0, 0
1462.2, 5400, 1800, 0, 0, 0
1462.21, 5400, 1800, 0, 0, 0
1462.22, 5400, 1800, 0, 0, 0
