11.4801, 5400, 1800, 0, -nan, -nan
11.4901, 5400, 1800, 0, -nan, -nan
11.5001, 5400, 1800, 1.31712e-05, 0, 0
11.5101, 5400, 1800, 1.31712e-05, 0, 0
11.5201, 5400, 1800, 3.85685e-05, 0, 0
11.5301, 5400, 1800, 3.85685e-05, 0, 0
11.5401, 5400, 1800, 5.83347e-05, 0, 0
11.5501, 5400, 1800, 5.83347e-05, 0, 0
11.5601, 5400, 1799.85, 0.000223011, 0, 0
11.5701, 5400, 1799.85, 0.000223011, -0.0161204, -15.4209
11.5801, 5400.15, 1800.15, -0.000259117, 0, 0
11.5901, 5400.15, 1800.15, -0.000259117, 15.4173, 30.7697
11.6001, 5400, 1801.23, -0.000828912, 0, 0
11.6101, 5400, 1801.23, -0.000828912, -15.2913, 107.966
11.6201, 5399.85, 1802.31, -0.00028259, 0, 0
11.6301, 5399.85, 1802.31, -0.00028259, -15.2751, 107.91
11.6401, 5399.7, 1803.39, -0.000978583, 0, 0
11.6501, 5399.7, 1803.39, -0.000978583, -15.2532, 107.922
11.6601, 5399.55, 1804.78, -0.00263718, 0, 0
11.6701, 5399.55, 1804.78, -0.00263718, -15.0498, 138.762
11.6801, 5399.55, 1806.17, -0.00374911, 0, 0
11.6901, 5399.55, 1806.17, -0.00374911, 0.589357, 138.711
11.7001, 5399.25, 1807.87, -0.00411897, 0, 0
11.7101, 5399.25, 1807.87, -0.00411897, -30.0516, 169.704
11.7201, 5399.11, 1810.03, -0.005189, 0, 0
11.7301, 5399.11, 1810.03, -0.005189, -14.243, 215.879
11.7401, 5398.81, 1812.19, -0.00610309, 0, 0
11.7501, 5398.81, 1812.19, -0.00610309, -29.4965, 216.476
11.7601, 5398.83, 1814.35, -0.00592477, 0, 0
11.7701, 5398.83, 1814.35, -0.00592477, 1.49827, 216.187
11.7801, 5398.69, 1816.82, -0.00758537, 0, 0
11.7901, 5398.69, 1816.82, -0.00758537, -13.5656, 246.846
11.8001, 5398.71, 1819.29, -0.00827225, 0, 0
11.8101, 5398.71, 1819.29, -0.00827225, 2.19692, 246.855
11.8201, 5398.9, 1822.22, -0.00845389, 0, 0
11.8301, 5398.9, 1822.22, -0.00845389, 18.0876, 292.882
11.8401, 5398.77, 1825.46, -0.00858871, 0, 0
11.8501, 5398.77, 1825.46, -0.00858871, -12.4293, 323.962
11.8601, 5398.64, 1828.55, -0.00813329, 0, 0
11.8701, 5398.64, 1828.55, -0.00813329, -12.6536, 308.539
11.8801, 5398.68, 1831.95, -0.00906587, 0, 0
11.8901, 5398.68, 1831.95, -0.00906587, 3.2186, 339.225
11.9001, 5398.71, 1835.19, -0.00992415, 0, 0
11.9101, 5398.71, 1835.19, -0.00992415, 3.27543, 323.895
11.9201, 5398.75, 1838.43, -0.0109213, 0, 0
11.9301, 5398.75, 1838.43, -0.0109213, 3.66978, 322.988
11.9401, 5399.1, 1841.82, -0.0121925, 0, 0
11.9501, 5399.1, 1841.82, -0.0121925, 34.9869, 338.312
11.9601, 5399.15, 1845.52, -0.0127532, 0, 0
11.9701, 5399.15, 1845.52, -0.0127532, 4.93618, 370.246
11.9801, 5399.35, 1849.07, -0.0143081, 0, 0
11.9901, 5399.35, 1849.07, -0.0143081, 20.5501, 354.333
12.0001, 5399.57, 1852.77, -0.015879, 0, 0
12.0101, 5399.57, 1852.77, -0.015879, 21.2853, 369.179
12.0201, 5399.47, 1856.47, -0.016688, 0, 0
12.0301, 5399.47, 1856.47, -0.016688, -9.04729, 370.4
12.0401, 5399.54, 1860.02, -0.018142, 0, 0
12.0501, 5399.54, 1860.02, -0.018142, 6.43407, 354.81
12.0601, 5399.61, 1863.88, -0.0196147, 0, 0
12.0701, 5399.61, 1863.88, -0.0196147, 7.55367, 385.447
12.0801, 5399.7, 1867.73, -0.0210118, 0, 0
12.0901, 5399.7, 1867.73, -0.0210118, 8.16627, 385.332
12.1001, 5399.94, 1871.58, -0.0219958, 0, 0
12.1101, 5399.94, 1871.58, -0.0219958, 23.9443, 385.068
12.1201, 5400.02, 1875.29, -0.0238307, 0, 0
12.1301, 5400.02, 1875.29, -0.0238307, 8.80336, 370.556
12.1401, 5399.97, 1879.15, -0.0251586, 0, 0
12.1501, 5399.97, 1879.15, -0.0251586, -5.61306, 385.811
12.1601, 5399.76, 1883.01, -0.0257776, 0, 0
12.1701, 5399.76, 1883.01, -0.0257776, -20.6784, 386.511
12.1801, 5399.87, 1886.87, -0.0271802, 0, 0
12.1901, 5399.87, 1886.87, -0.0271802, 10.5723, 385.56
12.2001, 5399.98, 1890.88, -0.028131, 0, 0
12.2101, 5399.98, 1890.88, -0.028131, 11.4526, 400.972
12.2201, 5400.1, 1895.04, -0.0285559, 0, 0
12.2301, 5400.1, 1895.04, -0.0285559, 12.1869, 416.288
12.2401, 5400.37, 1898.89, -0.0292203, 0, 0
12.2501, 5400.37, 1898.89, -0.0292203, 26.8216, 384.884
12.2601, 5400.5, 1903.06, -0.0294702, 0, 0
12.2701, 5400.5, 1903.06, -0.0294702, 12.5006, 416.745
12.2801, 5400.62, 1906.91, -0.0306552, 0, 0
12.2901, 5400.62, 1906.91, -0.0306552, 11.8811, 385.552
12.3001, 5400.59, 1911.08, -0.0310046, 0, 0
12.3101, 5400.59, 1911.08, -0.0310046, -2.28791, 416.863
12.3201, 5400.72, 1915.09, -0.0321061, 0, 0
12.3301, 5400.72, 1915.09, -0.0321061, 12.9385, 401.509
12.3401, 5400.86, 1919.25, -0.0339826, 0, 0
12.3501, 5400.86, 1919.25, -0.0339826, 14.0977, 415.825
12.3601, 5401.16, 1923.26, -0.0348184, 0, 0
12.3701, 5401.16, 1923.26, -0.0348184, 29.5483, 400.15
12.3801, 5401.3, 1927.11, -0.0347973, 0, 0
12.3901, 5401.3, 1927.11, -0.0347973, 13.7306, 385.252
12.4001, 5401.28, 1930.97, -0.0363613, 0, 0
12.4101, 5401.28, 1930.97, -0.0363613, -1.26707, 385.803
12.4201, 5401.43, 1934.98, -0.0370485, 0, 0
12.4301, 5401.43, 1934.98, -0.0370485, 15.0871, 400.833
12.4401, 5401.43, 1934.98, -0.0370485, 0, 0
12.4501, 5401.43, 1939, -0.0381892, 0, 0
12.4601, 5401.43, 1939, -0.0381892, -0.0630946, 400.658
12.4701, 5401.75, 1943, -0.0392111, 0, 0
12.4801, 5401.9, 1946.85, -0.040142, 31.2654, 400.005
12.4901, 5401.9, 1946.85, -0.040142, 15.6447, 385.394
12.5001, 5402.05, 1950.55, -0.0406998, 0, 0
12.5101, 5402.05, 1950.55, -0.0406998, 15.2177, 369.788
12.5201, 5402.07, 1954.57, -0.0419707, 0, 0
12.5301, 5402.07, 1954.57, -0.0419707, 1.50026, 401.186
12.5401, 5402.09, 1958.58, -0.0430399, 0, 0
12.5501, 5402.09, 1958.58, -0.0430399, 1.9772, 401.186
12.5601, 5402.42, 1962.58, -0.043698, 0, 0
12.5701, 5402.42, 1962.58, -0.043698, 33.159, 399.844
12.5801, 5402.91, 1966.58, -0.0451294, 0, 0
12.5901, 5402.91, 1966.58, -0.0451294, 48.9554, 399.089
12.6001, 5402.91, 1966.58, -0.0451294, 0, 0
12.6101, 5403.11, 1970.74, -0.0463147, 0, 0
12.6201, 5403.11, 1970.74, -0.0463147, 19.4128, 416.007
12.6301, 5403.29, 1974.59, -0.0470552, 0, 0
12.6401, 5403.29, 1974.59, -0.0470552, 18.3745, 385.086
12.6501, 5403.34, 1978.76, -0.0482425, 0, 0
12.6601, 5403.34, 1978.76, -0.0482425, 4.74672, 415.874
12.6701, 5403.23, 1982.93, -0.0490435, 0, 0
12.6801, 5403.23, 1982.93, -0.0490435, -10.1748, 417.359
12.6901, 5403.44, 1987.1, -0.0489953, 0, 0
12.7001, 5403.44, 1987.1, -0.0489953, 20.7835, 415.212
12.7101, 5403.65, 1991.26, -0.0489551, 0, 0
12.7201, 5403.65, 1991.26, -0.0489551, 20.7149, 415.721
12.7301, 5403.87, 1995.57, -0.0491424, 0, 0
12.7401, 5403.93, 1999.89, -0.0500463, 21.484, 431.262
12.7501, 5403.93, 1999.89, -0.0500463, 6.35848, 432.176
12.7601, 5404, 2004.37, -0.0507391, 0, 0
12.7701, 5404, 2004.37, -0.0507391, 7.5624, 448.354
12.7801, 5403.61, 2008.72, -0.0510602, 0, 0
12.7901, 5403.61, 2008.72, -0.0510602, -39.21, 434.271
12.8001, 5403.61, 2008.72, -0.0510602, 0, 0
12.8101, 5403.61, 2008.72, -0.0510602, 0, 0
12.8201, 5403.61, 2008.72, -0.0510602, 0, 0
12.8301, 5403.61, 2008.72, -0.0510602, 0, 0
12.8401, 5403.61, 2008.72, -0.0510602, 0, 0
12.8501, 5403.61, 2008.72, -0.0510602, 0, 0
12.8601, 5403.61, 2008.72, -0.0510602, 0, 0
12.8701, 5403.61, 2008.72, -0.0510602, 0, 0
12.8801, 5403.61, 2008.72, -0.0510602, 0, 0
12.8901, 5403.61, 2008.72, -0.0510602, 0, 0
12.9001, 5403.3, 2032.53, -0.0509065, 0, 0
12.9101, 5403.1, 2037.64, -0.0509065, -30.875, 2379.29
12.9201, 5403.1, 2037.64, -0.0509065, -19.8972, 510.968
12.9301, 5403.06, 2042.74, -0.0508795, 0, 0
12.9401, 5403.06, 2042.74, -0.0508795, -4.492, 509.805
12.9501, 5403.18, 2048.14, -0.0508903, 0, 0
12.9601, 5403.18, 2048.14, -0.0508903, 12.4922, 539.822
