8.95018, 5400, 1800, 0, -nan, -nan
8.96012, 5400, 1800, 0, -nan, -nan
8.97019, 5400, 1800, -1.81116e-05, 0, 0
8.98009, 5400, 1800, -1.81116e-05, 0, 0
8.99009, 5400, 1800, -9.79124e-05, 0, 0
9.00008, 5400, 1800, -9.79124e-05, 0, 0
9.01009, 5400, 1800, -5.48985e-05, 0, 0
9.02008, 5400, 1800, -5.48985e-05, 0, 0
9.03009, 5400, 1800, -5.02483e-05, 0, 0
9.04008, 5400, 1800, -5.02483e-05, 0, 0
9.05009, 5400, 1800.31, 0.000104896, 0, 0
9.06008, 5400, 1800.31, 0.000104896, -0.0326499, 30.8382
9.07009, 5400.31, 1801.23, -0.00113757, 0, 0
9.08008, 5400.31, 1801.23, -0.00113757, 30.8097, 92.5583
9.09008, 5400.46, 1802.62, -0.00166556, 0, 0
9.10008, 5400.46, 1802.62, -0.00166556, 15.5013, 138.741
9.11009, 5401.24, 1805.09, -0.00124718, 0, 0
9.12008, 5401.24, 1805.09, -0.00124718, 77.223, 246.675
9.13009, 5401.54, 1808.02, -0.000385713, 0, 0
9.14008, 5401.54, 1808.02, -0.000385713, 30.7223, 293.104
9.15009, 5403.85, 1811.88, -8.07665e-05, 0, 0
9.16008, 5403.85, 1811.88, -8.07665e-05, 230.872, 385.482
9.17009, 5405.23, 1816.67, 0.00190311, 0, 0
9.18008, 5405.23, 1816.67, 0.00190311, 137.908, 478.322
9.19009, 5404.91, 1822.69, 0.00212883, 0, 0
9.20008, 5404.91, 1822.69, 0.00212883, -32.6068, 600.814
9.21007, 5406.43, 1829.32, 0.00110514, 0, 0
9.22008, 5406.43, 1829.32, 0.00110514, 152.864, 664.841
9.23007, 5407.81, 1837.2, 0.000741774, 0, 0
9.24008, 5407.81, 1837.2, 0.000741774, 137.581, 788.399
9.25009, 5408.25, 1845.53, 0.00108233, 0, 0
9.26008, 5408.25, 1845.53, 0.00108233, 44.6409, 832.62
9.27009, 5408.7, 1854.63, 0.00106612, 0, 0
9.28004, 5408.7, 1854.63, 0.00106612, 44.2039, 909.854
9.29009, 5409.14, 1863.89, 5.04556e-05, 0, 0
9.30008, 5409.14, 1863.89, 5.04556e-05, 44.3798, 921.628
9.31009, 5409.45, 1873.61, -0.0015022, 0, 0
9.32008, 5409.45, 1873.61, -0.0015022, 30.7125, 971.449
9.33009, 5409.46, 1883.64, -0.00106148, 0, 0
9.34008, 5409.46, 1883.64, -0.00106148, 0.465402, 1002.39
9.35009, 5409.92, 1894.13, -0.00136927, 0, 0
9.36008, 5409.92, 1894.13, -0.00136927, 46.5276, 1048.61
9.37009, 5410.09, 1904.47, -0.0027657, 0, 0
9.38008, 5410.09, 1904.47, -0.0027657, 16.4806, 1033.07
9.39009, 5410.41, 1915.12, -0.00180035, 0, 0
9.40008, 5410.41, 1915.12, -0.00180035, 32.1123, 1063.95
9.41009, 5410.73, 1925.45, -0.00344276, 0, 0
9.42008, 5410.73, 1925.45, -0.00344276, 32.2835, 1033.17
9.43008, 5410.91, 1935.64, -0.00340854, 0, 0
9.44008, 5410.91, 1935.64, -0.00340854, 17.9505, 1018.11
9.45009, 5410.92, 1945.51, -0.000640974, 0, 0
9.46008, 5410.92, 1945.51, -0.000640974, 1.01216, 987.03
9.47009, 5410.76, 1955.39, 0.000684921, 0, 0
9.48008, 5410.76, 1955.39, 0.000684921, -16.2816, 986.501
9.49009, 5410.89, 1964.95, 0.00105506, 0, 0
9.50009, 5410.89, 1964.95, 0.00105506, 13.8306, 956.077
9.51009, 5410.89, 1974.52, -0.000901456, 0, 0
9.52008, 5410.89, 1974.52, -0.000901456, -0.551681, 956.395
9.53008, 5410.74, 1983.78, -0.00203304, 0, 0
9.54008, 5410.74, 1983.78, -0.00203304, -14.7318, 925.119
9.55009, 5410.75, 1992.57, -0.00120678, 0, 0
9.56006, 5410.75, 1992.57, -0.00120678, 0.544291, 879.036
9.5701, 5410.59, 2001.37, -6.34029e-05, 0, 0
9.58008, 5410.59, 2001.37, -6.34029e-05, -15.5673, 876.7
9.59009, 5410.27, 2009.54, -0.00032362, 0, 0
9.60006, 5410.27, 2009.54, -0.00032362, -31.6398, 816.665
9.61009, 5410.12, 2017.41, -0.00141498, 0, 0
9.62008, 5410.12, 2017.41, -0.00141498, -15.7668, 784.869
9.63008, 5409.97, 2025.59, -0.00168622, 0, 0
9.64008, 5409.97, 2025.59, -0.00168622, -14.9748, 817.805
9.6501, 5409.66, 2033.77, -0.00128528, 0, 0
9.66008, 5409.66, 2033.77, -0.00128528, -30.3458, 816.727
9.67008, 5409.36, 2041.95, -0.00251635, 0, 0
9.68006, 5409.36, 2041.95, -0.00251635, -30.3257, 817.7
9.69008, 5409.22, 2050.12, -0.00285015, 0, 0
9.70008, 5409.22, 2050.12, -0.00285015, -13.9118, 816.127
9.71009, 5408.92, 2058.15, -0.00248722, 0, 0
