40.5301, 5400, 1800, 0, -nan, -nan
40.5401, 5400, 1800, -1.25575e-05, -nan, -nan
40.5501, 5400, 1800, -1.25575e-05, 0, 0
40.5601, 5400, 1800, 5.28735e-06, 0, 0
40.5701, 5400, 1800, 5.28735e-06, 0, 0
40.5801, 5400, 1800, 1.19607e-05, 0, 0
40.5901, 5400, 1800, 1.19607e-05, 0, 0
40.6001, 5400, 1800, 1.19607e-05, 0, 0
40.6101, 5400, 1800.77, 3.7076e-06, 0, 0
40.6201, 5400, 1800.77, 3.7076e-06, -0.203629, 77.1064
40.6301, 5399.84, 1802.01, 6.30855e-06, 0, 0
40.6401, 5399.84, 1802.01, 6.30855e-06, -15.7464, 123.315
40.6501, 5399.68, 1803.55, 6.91344e-06, 0, 0
40.6601, 5399.68, 1803.55, 6.91344e-06, -15.8355, 154.238
40.6701, 5399.52, 1805.09, 4.0177e-05, 0, 0
40.6801, 5399.52, 1805.09, 4.0177e-05, -15.8227, 154.084
40.6901, 5399.37, 1806.63, 1.75261e-05, 0, 0
40.7001, 5399.37, 1806.63, 1.75261e-05, -15.8298, 154.146
40.7101, 5399.67, 1808.02, 2.83564e-06, 0, 0
40.7201, 5399.67, 1808.02, 2.83564e-06, 30.4733, 138.87
40.7301, 5399.97, 1810.03, 0.000596844, 0, 0
40.7401, 5399.97, 1810.03, 0.000596844, 30.2473, 200.556
40.7501, 5400.43, 1812.04, 0.000401054, 0, 0
40.7601, 5400.43, 1812.04, 0.000401054, 45.6224, 200.623
40.7701, 5400.73, 1814.04, 0.000169191, 0, 0
40.7801, 5400.73, 1814.04, 0.000169191, 30.2197, 200.389
40.7901, 5401.19, 1816.2, -0.000658899, 0, 0
40.8001, 5401.19, 1816.2, -0.000658899, 45.6989, 216.012
40.8101, 5401.65, 1818.21, -0.00217912, 0, 0
40.8201, 5401.65, 1818.21, -0.00217912, 45.9271, 200.142
40.8301, 5401.96, 1820.06, -0.0029777, 0, 0
40.8401, 5401.96, 1820.06, -0.0029777, 30.8498, 185.001
40.8501, 5402.42, 1822.22, -0.00479371, 0, 0
40.8601, 5402.42, 1822.22, -0.00479371, 46.5651, 215.975
40.8701, 5402.9, 1825.77, -0.00670238, 0, 0
40.8801, 5402.9, 1825.77, -0.00670238, 47.3471, 353.827
40.8901, 5403.38, 1829.62, -0.00825185, 0, 0
40.9001, 5403.38, 1829.62, -0.00825185, 48.0033, 384.712
40.9101, 5403.72, 1833.63, -0.0106108, 0, 0
40.9201, 5403.72, 1833.63, -0.0106108, 33.6117, 400.838
