39.6902, 5400, 1800, 0, -nan, -nan
39.7001, 5400, 1800, 0, -nan, -nan
39.7101, 5400, 1800, 1.24411e-05, 0, 0
39.7201, 5400, 1800, 1.24411e-05, 0, 0
39.7301, 5400, 1800, -7.01286e-06, 0, 0
39.7401, 5400, 1800, -7.01286e-06, 0, 0
39.7501, 5400, 1800.31, -3.97372e-05, 0, 0
39.7601, 5400, 1800.31, -3.97372e-05, -0.10756, 30.8351
39.7701, 5399.84, 1801.7, -8.65594e-06, 0, 0
39.7801, 5399.84, 1801.7, -8.65594e-06, -15.882, 138.516
39.7901, 5400.14, 1803.55, -2.443e-05, 0, 0
39.8001, 5400.14, 1803.55, -2.443e-05, 30.1927, 185.158
39.8101, 5400.13, 1805.71, -3.13225e-05, 0, 0
39.8201, 5400.13, 1805.71, -3.13225e-05, -0.75641, 215.758
39.8301, 5400.13, 1807.87, -1.21081e-05, 0, 0
39.8401, 5400.13, 1807.87, -1.21081e-05, -0.757027, 215.774
39.8501, 5400.12, 1810.34, -2.47087e-05, 0, 0
39.8601, 5400.12, 1810.34, -2.47087e-05, -0.864206, 247.034
39.8701, 5400.26, 1813.12, -2.29212e-05, 0, 0
39.8801, 5400.26, 1813.12, -2.29212e-05, 14.4534, 277.682
39.8901, 5400.56, 1816.05, -6.16044e-05, 0, 0
39.9001, 5400.56, 1816.05, -6.16044e-05, 29.8194, 293.132
39.9101, 5400.7, 1819.29, -7.28248e-05, 0, 0
39.9201, 5400.7, 1819.29, -7.28248e-05, 14.296, 323.853
39.9301, 5401, 1822.68, -8.72703e-05, 0, 0
39.9401, 5401, 1822.68, -8.72703e-05, 29.6784, 339.405
39.9501, 5400.99, 1826.85, -0.000112682, 0, 0
39.9601, 5400.99, 1826.85, -0.000112682, -1.42513, 416.561
39.9701, 5401.12, 1832.25, -0.000127208, 0, 0
39.9801, 5401.12, 1832.25, -0.000127208, 13.5612, 538.999
39.9901, 5401.1, 1837.96, -9.74936e-05, 0, 0
40.0001, 5401.1, 1837.96, -9.74936e-05, -1.94597, 570.599
40.0101, 5401.24, 1843.82, -0.000103703, 0, 0
40.0201, 5401.24, 1843.82, -0.000103703, 13.4164, 585.976
40.0301, 5401.22, 1849.38, -0.000123938, 0, 0
40.0401, 5401.22, 1849.38, -0.000123938, -1.89545, 555.164
40.0501, 5401.2, 1854.78, -0.000145163, 0, 0
40.0601, 5401.2, 1854.78, -0.000145163, -1.83315, 539.949
40.0701, 5401.18, 1859.56, -0.000195943, 0, 0
40.0801, 5401.18, 1859.56, -0.000195943, -1.59276, 477.16
40.0901, 5401.17, 1864.04, -0.00018936, 0, 0
40.1001, 5401.17, 1864.04, -0.00018936, -1.49018, 447.248
40.1101, 5401.15, 1869.9, -0.000158196, 0, 0
40.1201, 5401.15, 1869.9, -0.000158196, -1.96863, 585.672
40.1301, 5400.97, 1876.53, -0.000172957, 0, 0
40.1401, 5400.97, 1876.53, -0.000172957, -17.6609, 663.045
