20.4001, 5400, 1800, 0, -nan, -nan
20.4101, 5400, 1800, 0.000245807, -nan, -nan
20.4201, 5400, 1800, 0.000112846, 0, 0
20.4301, 5400, 1800, 0.000112846, 0, 0
20.4401, 5400, 1800, 0.000112846, 0, 0
20.4501, 5400, 1800.15, 8.92807e-05, 0, 0
20.4601, 5400, 1800.15, 8.92807e-05, -0.00477252, 15.4165
20.4701, 5400, 1801.23, -0.00112321, 0, 0
20.4801, 5400, 1801.23, -0.00112321, 0.0153197, 107.964
20.4901, 5400, 1802.47, -0.00175786, 0, 0
20.5001, 5400, 1802.47, -0.00175786, 0.13376, 123.373
20.5101, 5399.85, 1803.7, -0.00277129, 0, 0
20.5201, 5399.85, 1803.7, -0.00277129, -15.2034, 123.457
20.5301, 5399.85, 1805.25, -0.00396127, 0, 0
20.5401, 5399.85, 1805.25, -0.00396127, 0.467906, 153.911
20.5501, 5400.02, 1806.94, -0.00544257, 0, 0
20.5601, 5400.02, 1806.94, -0.00544257, 16.1484, 169.54
20.5701, 5399.87, 1809.1, -0.00612726, 0, 0
20.5801, 5399.87, 1809.1, -0.00612726, -14.2672, 215.976
20.5901, 5399.89, 1811.42, -0.00702593, 0, 0
20.6001, 5399.89, 1811.42, -0.00702593, 1.45188, 230.893
20.6101, 5399.91, 1814.04, -0.00781353, 0, 0
20.6201, 5399.91, 1814.04, -0.00781353, 1.87464, 261.702
20.6301, 5399.77, 1816.67, -0.00840318, 0, 0
20.6401, 5399.77, 1816.67, -0.00840318, -13.3835, 262.834
20.6501, 5399.95, 1819.44, -0.00906295, 0, 0
20.6601, 5399.95, 1819.44, -0.00906295, 17.7422, 277.425
20.6701, 5399.82, 1822.22, -0.00972124, 0, 0
20.6801, 5399.82, 1822.22, -0.00972124, -12.8355, 277.66
20.6901, 5399.85, 1825.61, -0.00981699, 0, 0
20.7001, 5399.85, 1825.61, -0.00981699, 3.21449, 339.262
20.7101, 5399.89, 1829.16, -0.00969057, 0, 0
20.7201, 5399.89, 1829.16, -0.00969057, 3.3781, 354.666
20.7301, 5400.08, 1832.86, -0.0100114, 0, 0
20.7401, 5400.08, 1832.86, -0.0100114, 18.8994, 369.975
20.7501, 5399.96, 1836.41, -0.00950981, 0, 0
20.7601, 5399.96, 1836.41, -0.00950981, -12.1239, 354.963
20.7701, 5400.14, 1840.12, -0.00940012, 0, 0
