8.15012, 5400, 1800, 0, -nan, -nan
8.16012, 5400, 1800, -4.67291e-06, -nan, -nan
8.17009, 5400, 1800, -4.67291e-06, 0, 0
8.18009, 5400, 1800, -0.000452842, 0, 0
8.19006, 5400, 1800, -0.000452842, 0, 0
8.20008, 5400, 1800, -0.00109739, 0, 0
8.21008, 5400, 1800, -0.00109739, 0, 0
8.22007, 5400, 1800, -0.00107154, 0, 0
8.23006, 5400, 1800, -0.00107154, 0, 0
8.24008, 5399.85, 1800.46, -0.000828839, 0, 0
8.25006, 5399.85, 1800.46, -0.000828839, -15.2781, 46.2291
8.26008, 5399.85, 1801.7, -0.00119568, 0, 0
8.27006, 5399.85, 1801.7, -0.00119568, 0.331071, 123.157
8.28007, 5399.7, 1803.24, -0.00200827, 0, 0
8.29006, 5399.7, 1803.24, -0.00200827, -14.9715, 154.251
8.30008, 5399.71, 1804.78, -0.00373314, 0, 0
8.31006, 5399.71, 1804.78, -0.00373314, 0.668127, 153.976
8.32008, 5399.71, 1804.78, -0.00373314, 0, 0
8.33007, 5399.56, 1806.48, -0.00566787, 0, 0
8.34008, 5399.27, 1808.64, -0.00707158, -14.3838, 170.034
8.35008, 5399.27, 1808.64, -0.00707158, -29.0773, 215.983
8.36009, 5399.3, 1811.11, -0.0088197, 0, 0
8.37006, 5399.3, 1811.11, -0.0088197, 2.31888, 246.513
8.38006, 5399.3, 1811.11, -0.0088197, 0, 0
8.39007, 5399.17, 1814.05, -0.0108324, 0, 0
8.40008, 5399.05, 1816.67, -0.0127916, -12.1021, 293.148
8.41006, 5399.05, 1816.67, -0.0127916, -11.9488, 262.109
8.42006, 5398.94, 1819.6, -0.0136116, 0, 0
8.43008, 5398.94, 1819.6, -0.0136116, -11.1832, 293.229
8.44008, 5398.84, 1822.85, -0.0157242, 0, 0
8.45006, 5398.84, 1822.85, -0.0157242, -10.2038, 324.069
8.46007, 5398.75, 1826.24, -0.0177931, 0, 0
8.47006, 5398.75, 1826.24, -0.0177931, -9.19501, 339.478
8.48006, 5398.75, 1826.24, -0.0177931, 0, 0
8.49007, 5398.83, 1830.1, -0.0190194, 0, 0
8.50007, 5398.91, 1834.11, -0.0222366, 7.70601, 385.469
8.51008, 5398.91, 1834.11, -0.0222366, 8.8461, 401.054
8.52008, 5398.91, 1834.11, -0.0222366, 0, 0
8.53008, 5398.86, 1838.12, -0.02397, 0, 0
8.54008, 5398.86, 1838.12, -0.02397, -5.53245, 401.123
8.55007, 5398.97, 1842.14, -0.0256109, 0, 0
8.56006, 5398.97, 1842.14, -0.0256109, 10.6636, 401.423
8.57008, 5399.09, 1846.45, -0.0278679, 0, 0
8.58008, 5399.09, 1846.45, -0.0278679, 12.1595, 431.137
