27.4801, 5400, 1800, 0, -nan, -nan
27.4901, 5400, 1800, 1.49903e-05, -nan, -nan
27.5001, 5400, 1800, 1.49903e-05, 0, 0
27.5101, 5400, 1800, 1.81748e-05, 0, 0
27.5201, 5400, 1800, 1.81748e-05, 0, 0
27.5301, 5400, 1800.15, 1.25656e-05, 0, 0
27.5401, 5400, 1800.15, 1.25656e-05, 0.0422462, 15.4397
27.5501, 5400.16, 1800.93, 0.000308331, 0, 0
27.5601, 5400.16, 1800.93, 0.000308331, 15.6231, 77.1234
27.5701, 5400.47, 1801.85, 3.25686e-05, 0, 0
27.5801, 5400.47, 1801.85, 3.25686e-05, 31.0629, 92.4586
27.5901, 5400.62, 1802.93, -0.000412326, 0, 0
27.6001, 5400.62, 1802.93, -0.000412326, 15.7594, 107.986
27.6101, 5400.78, 1804.01, -0.000508487, 0, 0
27.6201, 5400.78, 1804.01, -0.000508487, 15.7932, 108.02
27.6301, 5400.94, 1805.24, -0.00234014, 0, 0
27.6401, 5400.94, 1805.24, -0.00234014, 15.9992, 123.386
27.6501, 5401.26, 1806.78, -0.00405586, 0, 0
27.6601, 5401.26, 1806.78, -0.00405586, 31.7792, 154.186
27.6701, 5401.43, 1808.33, -0.00546189, 0, 0
27.6801, 5401.43, 1808.33, -0.00546189, 16.5454, 154.321
27.6901, 5401.75, 1809.87, -0.0058668, 0, 0
27.7001, 5401.75, 1809.87, -0.0058668, 32.112, 153.937
27.7101, 5401.76, 1811.26, -0.00783602, 0, 0
27.7201, 5401.76, 1811.26, -0.00783602, 1.27737, 138.644
27.7301, 5401.78, 1812.95, -0.01007, 0, 0
27.7401, 5401.78, 1812.95, -0.01007, 2.04693, 169.595
27.7501, 5401.81, 1815.11, -0.0127833, 0, 0
27.7601, 5401.81, 1815.11, -0.0127833, 3.08993, 216.163
27.7701, 5402.01, 1817.58, -0.0154791, 0, 0
27.7801, 5402.01, 1817.58, -0.0154791, 19.4046, 246.397
27.7901, 5402.05, 1819.89, -0.0174192, 0, 0
27.8001, 5402.05, 1819.89, -0.0174192, 4.34104, 231.381
27.8101, 5401.95, 1822.36, -0.0204692, 0, 0
27.8201, 5401.95, 1822.36, -0.0204692, -9.99747, 247.452
27.8301, 5401.86, 1824.84, -0.0235151, 0, 0
27.8401, 5401.86, 1824.84, -0.0235151, -9.2174, 246.953
27.8501, 5401.78, 1827.62, -0.0263467, 0, 0
27.8601, 5401.78, 1827.62, -0.0263467, -7.72689, 277.953
27.8701, 5401.7, 1830.24, -0.0298689, 0, 0
27.8801, 5401.7, 1830.24, -0.0298689, -7.45552, 262.498
27.8901, 5401.78, 1832.56, -0.0322779, 0, 0
27.9001, 5401.78, 1832.56, -0.0322779, 7.68657, 231.065
27.9105, 5401.72, 1835.03, -0.0342089, 0, 0
27.9201, 5401.72, 1835.03, -0.0342089, -6.27738, 238.377
27.9301, 5401.66, 1837.66, -0.0365914, 0, 0
27.9401, 5401.66, 1837.66, -0.0365914, -5.27744, 262.617
27.9501, 5401.77, 1840.28, -0.0388245, 0, 0
27.9601, 5401.77, 1840.28, -0.0388245, 10.6365, 262.141
27.9701, 5401.87, 1842.59, -0.0408168, 0, 0
27.9801, 5401.87, 1842.59, -0.0408168, 9.75085, 230.965
27.9901, 5401.98, 1845.06, -0.0424202, 0, 0
28.0001, 5401.98, 1845.06, -0.0424202, 10.8512, 246.65
28.0101, 5402.26, 1847.98, -0.0437021, 0, 0
28.0201, 5402.26, 1847.98, -0.0437021, 28.8173, 291.768
28.0301, 5402.57, 1851.21, -0.0453798, 0, 0
28.0401, 5402.57, 1851.21, -0.0453798, 30.7952, 322.6
28.0501, 5402.72, 1854.29, -0.0471396, 0, 0
28.0601, 5402.72, 1854.29, -0.0471396, 15.1969, 308.354
28.0701, 5402.88, 1857.37, -0.0489028, 0, 0
28.0801, 5402.88, 1857.37, -0.0489028, 15.5995, 307.451
28.0901, 5403.03, 1860.14, -0.0502988, 0, 0
